sep=,
DeviceTag:,xyz
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
StartTime: ,2025-07-03_12:11:58_000 PDT
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
37,3053907915,-56.96046447753906,-76.46858215332031,141.06336975097656,9.48054218292236,-1.97194576263428,1.18599140644073,-0.38218998908997,0.37754100561142,-0.27012771368027
38,3053916248,-56.94541168212891,-76.46951293945312,141.04495239257812,9.48054981231689,-1.98075807094574,1.19559049606323,-0.34435775876045,0.37241816520691,-0.37499237060547
39,3053924581,-56.96816253662109,-76.46939086914062,141.05802917480469,9.47882461547852,-1.99134433269501,1.18323791027069,-0.17212764918804,0.24165748059750,-0.30404096841812
40,3053932914,-56.95949172973633,-76.47147369384766,141.04853820800781,9.47140216827393,-1.96336269378662,1.21634078025818,-0.06367699056864,0.08758786320686,-0.35439854860306
41,3053941247,-56.98309707641602,-76.47115325927734,141.04951477050781,9.46977043151855,-2.00683021545410,1.21664130687714,-0.07535707950592,0.24332241714001,-0.34819990396500
42,3053949580,-56.97539520263672,-76.47348785400391,141.04302978515625,9.49535655975342,-1.97876965999603,1.23153352737427,0.16427689790726,0.00272791599855,-0.33262646198273
43,3053957913,-57.00648880004883,-76.47286224365234,141.05770874023438,9.50456905364990,-1.95815515518188,1.22053253650665,0.12652149796486,-0.02338579483330,-0.24899595975876
44,3053966246,-57.00326538085938,-76.47503662109375,141.05609130859375,9.53946018218994,-1.94316279888153,1.19490385055542,0.20200668275356,-0.10522329062223,-0.24546124041080
45,3053974579,-57.02923202514648,-76.47354888916016,141.06544494628906,9.53413009643555,-1.96663105487823,1.18942475318909,0.03938188776374,0.11422666907310,-0.23137338459492
46,3053982912,-57.02078247070312,-76.47575378417969,141.05728149414062,9.53051185607910,-1.98633730411530,1.21531808376312,0.06584139913321,0.04844933003187,-0.34758517146111
47,3053991245,-57.04316711425781,-76.47459411621094,141.07154846191406,9.50868225097656,-2.00236678123474,1.21909475326538,0.16063967347145,0.17336992919445,-0.25434935092926
48,3053999578,-57.02655410766602,-76.47447967529297,141.05737304687500,9.50875377655029,-2.00750994682312,1.21390914916992,0.34065651893616,0.34260320663452,-0.20534932613373
49,3054007911,-57.04434585571289,-76.47129821777344,141.06416320800781,9.50884723663330,-2.01827478408813,1.18890249729156,0.37992310523987,0.33302345871925,-0.12822484970093
50,3054016244,-57.02972412109375,-76.47120666503906,141.05239868164062,9.50327396392822,-2.02338910102844,1.22061121463776,0.38988706469536,0.28376728296280,-0.17071889340878
51,3054024577,-57.05053329467773,-76.46759033203125,141.06135559082031,9.47032833099365,-2.02504849433899,1.21556127071381,0.60128134489059,0.23845569789410,-0.05891273543239
52,3054032910,-57.03306198120117,-76.46740722656250,141.04994201660156,9.49398231506348,-1.99542140960693,1.23062515258789,0.76856791973114,0.28107780218124,-0.15550401806831
53,3054041243,-57.04720687866211,-76.46373748779297,141.07096862792969,9.50323104858398,-2.00433444976807,1.20383799076080,0.90790933370590,0.30090320110321,-0.18816216289997
54,3054049576,-57.02946472167969,-76.46359252929688,141.06109619140625,9.48674392700195,-1.98937010765076,1.19158494472504,0.98498266935349,0.24378348886967,-0.13383437693119
55,3054057909,-57.04708099365234,-76.46066284179688,141.06674194335938,9.49039936065674,-2.00902581214905,1.21613323688507,1.07217347621918,0.09785918891430,-0.19233728945255
56,3054066242,-57.03253936767578,-76.46178436279297,141.06062316894531,9.50687217712402,-1.98658049106598,1.20918095111847,1.03782474994659,0.07152774930000,-0.20870478451252
57,3054074575,-57.04634857177734,-76.45874786376953,141.07807922363281,9.51431083679199,-1.99352598190308,1.18949627876282,1.03928470611572,0.19936840236187,-0.23037441074848
58,3054082908,-57.02552032470703,-76.46044158935547,141.06585693359375,9.48673725128174,-1.98187434673309,1.23386585712433,1.08047246932983,0.17774999141693,-0.35649889707565
59,3054091241,-57.03752517700195,-76.45709228515625,141.07579040527344,9.50510501861572,-1.97748208045959,1.23262798786163,1.04735314846039,0.25349128246307,-0.22235716879368
60,3054099574,-57.01754379272461,-76.45755767822266,141.06533813476562,9.50702285766602,-1.98621606826782,1.22052562236786,1.18838524818420,0.21445520222187,-0.20727039873600
61,3054107907,-57.02882003784180,-76.45472717285156,141.07499694824219,9.51607036590576,-1.98177385330200,1.26145386695862,1.19012701511383,0.16353407502174,-0.23004144430161
62,3054116240,-57.01366043090820,-76.45476531982422,141.06782531738281,9.51977634429932,-1.95214676856995,1.22704875469208,0.99653452634811,0.16686391830444,-0.11234403401613
63,3054124573,-57.03018188476562,-76.45151519775391,141.08609008789062,9.51076316833496,-1.98307561874390,1.21125531196594,1.07542657852173,0.04084189608693,-0.09866603463888
64,3054132906,-57.01545715332031,-76.45055389404297,141.08049011230469,9.49258041381836,-1.98670172691345,1.17864525318146,1.12747454643250,0.19370764493942,0.00908024515957
65,3054141239,-57.03052139282227,-76.44615173339844,141.08493041992188,9.48149394989014,-1.98459208011627,1.19933867454529,1.19804167747498,0.11204946786165,0.05533955246210
66,3054149572,-57.02400588989258,-76.44542694091797,141.08834838867188,9.49617862701416,-1.99182355403900,1.18712162971497,1.19655609130859,-0.03360587358475,0.12631659209728
67,3054157905,-57.04115676879883,-76.44105529785156,141.10734558105469,9.50151443481445,-1.96242535114288,1.19453907012939,1.27019703388214,0.05001179128885,0.10157324373722
68,3054166238,-57.02865982055664,-76.43950653076172,141.10418701171875,9.50327396392822,-1.97130239009857,1.22067558765411,1.15193617343903,0.17444574832916,0.10751575976610
69,3054174571,-57.04003143310547,-76.43537902832031,141.11683654785156,9.53069877624512,-1.97303986549377,1.21401607990265,1.24880921840668,0.19065955281258,0.01737925782800
